"PlateTrue","Rep","Community","Amoxicillin","Chlorothalonil","Diflufenican","Glyphosate","Imidacloprid","Metaldehyde","Oxytetracycline","Tebuconazole","Complexity","PlateWell","TruePlateWell","AUC"
16,4,"R_ID_7.16_9_R1(1)_TSS",1,0,0,0,0,0,1,1,3,"1D11","16D11",22.0868260246262
1,1,"R_ID_7.16_9_R1(1)_TSS",0,0,1,0,0,0,0,0,1,"1D2","1D2",23.3214933052518
6,2,"R_ID_7.16_9_R1(1)_TSS",0,0,1,0,0,0,0,0,1,"1D2","6D2",20.1113927746783
11,3,"R_ID_7.16_9_R1(1)_TSS",0,0,1,0,0,0,0,0,1,"1D2","11D2",20.9875701651941
16,4,"R_ID_7.16_9_R1(1)_TSS",0,0,1,0,0,0,0,0,1,"1D2","16D2",21.2156382878395
1,1,"R_ID_7.16_9_R1(1)_TSS",1,1,0,0,0,0,0,0,2,"1D3","1D3",23.3218705102087
6,2,"R_ID_7.16_9_R1(1)_TSS",1,1,0,0,0,0,0,0,2,"1D3","6D3",21.1904979389233
11,3,"R_ID_7.16_9_R1(1)_TSS",1,1,0,0,0,0,0,0,2,"1D3","11D3",19.8959918272691
16,4,"R_ID_7.16_9_R1(1)_TSS",1,1,0,0,0,0,0,0,2,"1D3","16D3",19.7918398839633
1,1,"R_ID_7.16_9_R1(1)_TSS",1,0,0,0,0,0,0,1,2,"1D4","1D4",25.3285471895532
6,2,"R_ID_7.16_9_R1(1)_TSS",1,0,0,0,0,0,0,1,2,"1D4","6D4",22.8176107181505
11,3,"R_ID_7.16_9_R1(1)_TSS",1,0,0,0,0,0,0,1,2,"1D4","11D4",20.5143937126299
16,4,"R_ID_7.16_9_R1(1)_TSS",1,0,0,0,0,0,0,1,2,"1D4","16D4",21.3707909320976
1,1,"R_ID_7.16_9_R1(1)_TSS",0,1,0,0,0,0,0,1,2,"1D5","1D5",23.4902067012921
6,2,"R_ID_7.16_9_R1(1)_TSS",0,1,0,0,0,0,0,1,2,"1D5","6D5",22.9349783473604
11,3,"R_ID_7.16_9_R1(1)_TSS",0,1,0,0,0,0,0,1,2,"1D5","11D5",21.152482329258
16,4,"R_ID_7.16_9_R1(1)_TSS",0,1,0,0,0,0,0,1,2,"1D5","16D5",20.9253310058755
1,1,"R_ID_7.16_9_R1(1)_TSS",0,0,0,1,1,0,0,0,2,"1D6","1D6",26.0908854754066
6,2,"R_ID_7.16_9_R1(1)_TSS",0,0,0,1,1,0,0,0,2,"1D6","6D6",24.1043683896976
11,3,"R_ID_7.16_9_R1(1)_TSS",0,0,0,1,1,0,0,0,2,"1D6","11D6",23.0578027726456
16,4,"R_ID_7.16_9_R1(1)_TSS",0,0,0,1,1,0,0,0,2,"1D6","16D6",23.1254522938562
1,1,"R_ID_7.16_9_R1(1)_TSS",0,0,0,0,1,0,0,1,2,"1D7","1D7",26.6397605267969
6,2,"R_ID_7.16_9_R1(1)_TSS",0,0,0,0,1,0,0,1,2,"1D7","6D7",23.9104612922269
11,3,"R_ID_7.16_9_R1(1)_TSS",0,0,0,0,1,0,0,1,2,"1D7","11D7",22.9784713888837
16,4,"R_ID_7.16_9_R1(1)_TSS",0,0,0,0,1,0,0,1,2,"1D7","16D7",23.1039204115558
1,1,"R_ID_7.16_9_R1(1)_TSS",1,1,0,0,1,0,0,0,3,"1D8","1D8",24.5569949891018
6,2,"R_ID_7.16_9_R1(1)_TSS",1,1,0,0,1,0,0,0,3,"1D8","6D8",23.1198415889973
11,3,"R_ID_7.16_9_R1(1)_TSS",1,1,0,0,1,0,0,0,3,"1D8","11D8",21.3629199841663
16,4,"R_ID_7.16_9_R1(1)_TSS",1,1,0,0,1,0,0,0,3,"1D8","16D8",22.2342766746806
1,1,"R_ID_7.16_9_R1(1)_TSS",1,0,1,0,0,1,0,0,3,"1D9","1D9",24.6782902250559
6,2,"R_ID_7.16_9_R1(1)_TSS",1,0,1,0,0,1,0,0,3,"1D9","6D9",23.7316074061805
11,3,"R_ID_7.16_9_R1(1)_TSS",1,0,1,0,0,1,0,0,3,"1D9","11D9",22.9514678101692
16,4,"R_ID_7.16_9_R1(1)_TSS",1,0,1,0,0,1,0,0,3,"1D9","16D9",22.7905099455458
1,1,"R_ID_7.16_9_R1(1)_TSS",1,0,0,0,1,1,0,0,3,"1E10","1E10",25.3259718626553
6,2,"R_ID_7.16_9_R1(1)_TSS",1,0,0,0,1,1,0,0,3,"1E10","6E10",23.2957432870397
11,3,"R_ID_7.16_9_R1(1)_TSS",1,0,0,0,1,1,0,0,3,"1E10","11E10",24.0981365675408
16,4,"R_ID_7.16_9_R1(1)_TSS",1,0,0,0,1,1,0,0,3,"1E10","16E10",21.1274529135471
1,1,"R_ID_7.16_9_R1(1)_TSS",0,1,1,1,0,0,0,0,3,"1E11","1E11",25.739352836927
6,2,"R_ID_7.16_9_R1(1)_TSS",0,1,1,1,0,0,0,0,3,"1E11","6E11",22.3390149690698
11,3,"R_ID_7.16_9_R1(1)_TSS",0,1,1,1,0,0,0,0,3,"1E11","11E11",21.5001314107583
16,4,"R_ID_7.16_9_R1(1)_TSS",0,1,1,1,0,0,0,0,3,"1E11","16E11",20.383147520052
1,1,"R_ID_7.16_9_R1(1)_TSS",0,0,0,1,0,0,0,0,1,"1E2","1E2",22.7053510049254
6,2,"R_ID_7.16_9_R1(1)_TSS",0,0,0,1,0,0,0,0,1,"1E2","6E2",20.7975261974665
11,3,"R_ID_7.16_9_R1(1)_TSS",0,0,0,1,0,0,0,0,1,"1E2","11E2",19.3797344066123
16,4,"R_ID_7.16_9_R1(1)_TSS",0,0,0,1,0,0,0,0,1,"1E2","16E2",21.8268729626699
1,1,"R_ID_7.16_9_R1(1)_TSS",1,0,1,0,0,0,0,0,2,"1E3","1E3",26.8496293977391
6,2,"R_ID_7.16_9_R1(1)_TSS",1,0,1,0,0,0,0,0,2,"1E3","6E3",22.3205399973589
11,3,"R_ID_7.16_9_R1(1)_TSS",1,0,1,0,0,0,0,0,2,"1E3","11E3",21.0537419290921
16,4,"R_ID_7.16_9_R1(1)_TSS",1,0,1,0,0,0,0,0,2,"1E3","16E3",22.8073888785869
1,1,"R_ID_7.16_9_R1(1)_TSS",0,1,1,0,0,0,0,0,2,"1E4","1E4",25.0439461523114
6,2,"R_ID_7.16_9_R1(1)_TSS",0,1,1,0,0,0,0,0,2,"1E4","6E4",21.1986052143766
11,3,"R_ID_7.16_9_R1(1)_TSS",0,1,1,0,0,0,0,0,2,"1E4","11E4",19.5630330877156
16,4,"R_ID_7.16_9_R1(1)_TSS",0,1,1,0,0,0,0,0,2,"1E4","16E4",21.1390395057782
1,1,"R_ID_7.16_9_R1(1)_TSS",0,0,1,1,0,0,0,0,2,"1E5","1E5",25.1455717332816
6,2,"R_ID_7.16_9_R1(1)_TSS",0,0,1,1,0,0,0,0,2,"1E5","6E5",22.2788279838569
11,3,"R_ID_7.16_9_R1(1)_TSS",0,0,1,1,0,0,0,0,2,"1E5","11E5",21.6701601205825
16,4,"R_ID_7.16_9_R1(1)_TSS",0,0,1,1,0,0,0,0,2,"1E5","16E5",22.5293951802297
1,1,"R_ID_7.16_9_R1(1)_TSS",0,0,0,1,0,1,0,0,2,"1E6","1E6",26.2161951029695
6,2,"R_ID_7.16_9_R1(1)_TSS",0,0,0,1,0,1,0,0,2,"1E6","6E6",23.4671767554284
11,3,"R_ID_7.16_9_R1(1)_TSS",0,0,0,1,0,1,0,0,2,"1E6","11E6",23.1985139005851
16,4,"R_ID_7.16_9_R1(1)_TSS",0,0,0,1,0,1,0,0,2,"1E6","16E6",23.1663617696057
1,1,"R_ID_7.16_9_R1(1)_TSS",0,0,0,0,0,1,1,0,2,"1E7","1E7",23.7906750450479
6,2,"R_ID_7.16_9_R1(1)_TSS",0,0,0,0,0,1,1,0,2,"1E7","6E7",22.4682368562989
11,3,"R_ID_7.16_9_R1(1)_TSS",0,0,0,0,0,1,1,0,2,"1E7","11E7",20.6707417218591
16,4,"R_ID_7.16_9_R1(1)_TSS",0,0,0,0,0,1,1,0,2,"1E7","16E7",21.7070504757925
1,1,"R_ID_7.16_9_R1(1)_TSS",1,1,0,0,0,1,0,0,3,"1E8","1E8",23.7246930159405
6,2,"R_ID_7.16_9_R1(1)_TSS",1,1,0,0,0,1,0,0,3,"1E8","6E8",21.8429081055358
11,3,"R_ID_7.16_9_R1(1)_TSS",1,1,0,0,0,1,0,0,3,"1E8","11E8",22.2749853641058
16,4,"R_ID_7.16_9_R1(1)_TSS",1,1,0,0,0,1,0,0,3,"1E8","16E8",19.9641393096356
1,1,"R_ID_7.16_9_R1(1)_TSS",1,0,1,0,0,0,1,0,3,"1E9","1E9",23.4920452168181
6,2,"R_ID_7.16_9_R1(1)_TSS",1,0,1,0,0,0,1,0,3,"1E9","6E9",23.1891117687379
11,3,"R_ID_7.16_9_R1(1)_TSS",1,0,1,0,0,0,1,0,3,"1E9","11E9",21.506659318064
16,4,"R_ID_7.16_9_R1(1)_TSS",1,0,1,0,0,0,1,0,3,"1E9","16E9",22.3274979704778
1,1,"R_ID_7.16_9_R1(1)_TSS",1,0,0,0,1,0,1,0,3,"1F10","1F10",22.7588752345055
6,2,"R_ID_7.16_9_R1(1)_TSS",1,0,0,0,1,0,1,0,3,"1F10","6F10",22.7420408209438
11,3,"R_ID_7.16_9_R1(1)_TSS",1,0,0,0,1,0,1,0,3,"1F10","11F10",21.3439291420834
16,4,"R_ID_7.16_9_R1(1)_TSS",1,0,0,0,1,0,1,0,3,"1F10","16F10",21.8237629848628
1,1,"R_ID_7.16_9_R1(1)_TSS",0,1,1,0,1,0,0,0,3,"1F11","1F11",25.2322997557935
6,2,"R_ID_7.16_9_R1(1)_TSS",0,1,1,0,1,0,0,0,3,"1F11","6F11",22.5167940836692
11,3,"R_ID_7.16_9_R1(1)_TSS",0,1,1,0,1,0,0,0,3,"1F11","11F11",20.7054325789947
16,4,"R_ID_7.16_9_R1(1)_TSS",0,1,1,0,1,0,0,0,3,"1F11","16F11",20.6534232658821
1,1,"R_ID_7.16_9_R1(1)_TSS",0,0,0,0,1,0,0,0,1,"1F2","1F2",21.798750053087
6,2,"R_ID_7.16_9_R1(1)_TSS",0,0,0,0,1,0,0,0,1,"1F2","6F2",21.1813612564487
11,3,"R_ID_7.16_9_R1(1)_TSS",0,0,0,0,1,0,0,0,1,"1F2","11F2",20.8227422690241
16,4,"R_ID_7.16_9_R1(1)_TSS",0,0,0,0,1,0,0,0,1,"1F2","16F2",20.5403332614566
1,1,"R_ID_7.16_9_R1(1)_TSS",1,0,0,1,0,0,0,0,2,"1F3","1F3",25.1082519323945
6,2,"R_ID_7.16_9_R1(1)_TSS",1,0,0,1,0,0,0,0,2,"1F3","6F3",21.7629984547062
11,3,"R_ID_7.16_9_R1(1)_TSS",1,0,0,1,0,0,0,0,2,"1F3","11F3",22.9447350631149
16,4,"R_ID_7.16_9_R1(1)_TSS",1,0,0,1,0,0,0,0,2,"1F3","16F3",21.3264214198903
1,1,"R_ID_7.16_9_R1(1)_TSS",0,1,0,1,0,0,0,0,2,"1F4","1F4",22.4311654709668
6,2,"R_ID_7.16_9_R1(1)_TSS",0,1,0,1,0,0,0,0,2,"1F4","6F4",22.3266082235824
11,3,"R_ID_7.16_9_R1(1)_TSS",0,1,0,1,0,0,0,0,2,"1F4","11F4",20.4585191837843
16,4,"R_ID_7.16_9_R1(1)_TSS",0,1,0,1,0,0,0,0,2,"1F4","16F4",20.1979775097793
1,1,"R_ID_7.16_9_R1(1)_TSS",0,0,1,0,1,0,0,0,2,"1F5","1F5",25.3759412170127
6,2,"R_ID_7.16_9_R1(1)_TSS",0,0,1,0,1,0,0,0,2,"1F5","6F5",24.333599878555
11,3,"R_ID_7.16_9_R1(1)_TSS",0,0,1,0,1,0,0,0,2,"1F5","11F5",23.1466703920558
16,4,"R_ID_7.16_9_R1(1)_TSS",0,0,1,0,1,0,0,0,2,"1F5","16F5",22.2082906506022
1,1,"R_ID_7.16_9_R1(1)_TSS",0,0,0,1,0,0,1,0,2,"1F6","1F6",22.1121808713638
6,2,"R_ID_7.16_9_R1(1)_TSS",0,0,0,1,0,0,1,0,2,"1F6","6F6",20.7889879514702
11,3,"R_ID_7.16_9_R1(1)_TSS",0,0,0,1,0,0,1,0,2,"1F6","11F6",20.7973549983635
16,4,"R_ID_7.16_9_R1(1)_TSS",0,0,0,1,0,0,1,0,2,"1F6","16F6",21.187695617404
1,1,"R_ID_7.16_9_R1(1)_TSS",0,0,0,0,0,1,0,1,2,"1F7","1F7",26.2542963876735
6,2,"R_ID_7.16_9_R1(1)_TSS",0,0,0,0,0,1,0,1,2,"1F7","6F7",24.0664272828794
11,3,"R_ID_7.16_9_R1(1)_TSS",0,0,0,0,0,1,0,1,2,"1F7","11F7",22.6853087109086
16,4,"R_ID_7.16_9_R1(1)_TSS",0,0,0,0,0,1,0,1,2,"1F7","16F7",22.3610951337611
1,1,"R_ID_7.16_9_R1(1)_TSS",1,1,0,0,0,0,1,0,3,"1F8","1F8",20.2533308867363
6,2,"R_ID_7.16_9_R1(1)_TSS",1,1,0,0,0,0,1,0,3,"1F8","6F8",19.5877806530725
11,3,"R_ID_7.16_9_R1(1)_TSS",1,1,0,0,0,0,1,0,3,"1F8","11F8",18.4110281266737
16,4,"R_ID_7.16_9_R1(1)_TSS",1,1,0,0,0,0,1,0,3,"1F8","16F8",18.520357320494
1,1,"R_ID_7.16_9_R1(1)_TSS",1,0,1,0,0,0,0,1,3,"1F9","1F9",26.5346951846703
6,2,"R_ID_7.16_9_R1(1)_TSS",1,0,1,0,0,0,0,1,3,"1F9","6F9",22.9868000973896
11,3,"R_ID_7.16_9_R1(1)_TSS",1,0,1,0,0,0,0,1,3,"1F9","11F9",22.9993195125433
16,4,"R_ID_7.16_9_R1(1)_TSS",1,0,1,0,0,0,0,1,3,"1F9","16F9",22.2978755036902
1,1,"R_ID_7.16_9_R1(1)_TSS",1,0,0,0,1,0,0,1,3,"1G10","1G10",26.0000720010137
6,2,"R_ID_7.16_9_R1(1)_TSS",1,0,0,0,1,0,0,1,3,"1G10","6G10",24.127310328407
11,3,"R_ID_7.16_9_R1(1)_TSS",1,0,0,0,1,0,0,1,3,"1G10","11G10",21.9242335490235
16,4,"R_ID_7.16_9_R1(1)_TSS",1,0,0,0,1,0,0,1,3,"1G10","16G10",21.7956957915175
1,1,"R_ID_7.16_9_R1(1)_TSS",0,1,1,0,0,1,0,0,3,"1G11","1G11",26.2604924206401
6,2,"R_ID_7.16_9_R1(1)_TSS",0,1,1,0,0,1,0,0,3,"1G11","6G11",22.9696936675701
11,3,"R_ID_7.16_9_R1(1)_TSS",0,1,1,0,0,1,0,0,3,"1G11","11G11",19.6986400081664
16,4,"R_ID_7.16_9_R1(1)_TSS",0,1,1,0,0,1,0,0,3,"1G11","16G11",20.877219956797
1,1,"R_ID_7.16_9_R1(1)_TSS",0,0,0,0,0,1,0,0,1,"1G2","1G2",22.4985563296956
6,2,"R_ID_7.16_9_R1(1)_TSS",0,0,0,0,0,1,0,0,1,"1G2","6G2",21.39361201588
11,3,"R_ID_7.16_9_R1(1)_TSS",0,0,0,0,0,1,0,0,1,"1G2","11G2",20.2287202921035
16,4,"R_ID_7.16_9_R1(1)_TSS",0,0,0,0,0,1,0,0,1,"1G2","16G2",21.7993369598567
1,1,"R_ID_7.16_9_R1(1)_TSS",1,0,0,0,1,0,0,0,2,"1G3","1G3",25.3302408826956
6,2,"R_ID_7.16_9_R1(1)_TSS",1,0,0,0,1,0,0,0,2,"1G3","6G3",22.5063622622944
11,3,"R_ID_7.16_9_R1(1)_TSS",1,0,0,0,1,0,0,0,2,"1G3","11G3",21.554392309575
16,4,"R_ID_7.16_9_R1(1)_TSS",1,0,0,0,1,0,0,0,2,"1G3","16G3",22.3238260999726
1,1,"R_ID_7.16_9_R1(1)_TSS",0,1,0,0,1,0,0,0,2,"1G4","1G4",25.6224327151075
6,2,"R_ID_7.16_9_R1(1)_TSS",0,1,0,0,1,0,0,0,2,"1G4","6G4",22.0541243432098
11,3,"R_ID_7.16_9_R1(1)_TSS",0,1,0,0,1,0,0,0,2,"1G4","11G4",20.4207776495962
16,4,"R_ID_7.16_9_R1(1)_TSS",0,1,0,0,1,0,0,0,2,"1G4","16G4",20.7081522961663
1,1,"R_ID_7.16_9_R1(1)_TSS",0,0,1,0,0,1,0,0,2,"1G5","1G5",25.079757667086
6,2,"R_ID_7.16_9_R1(1)_TSS",0,0,1,0,0,1,0,0,2,"1G5","6G5",22.3098150232953
11,3,"R_ID_7.16_9_R1(1)_TSS",0,0,1,0,0,1,0,0,2,"1G5","11G5",21.8640953443761
16,4,"R_ID_7.16_9_R1(1)_TSS",0,0,1,0,0,1,0,0,2,"1G5","16G5",22.8060819525492
1,1,"R_ID_7.16_9_R1(1)_TSS",0,0,0,1,0,0,0,1,2,"1G6","1G6",23.6778564017728
6,2,"R_ID_7.16_9_R1(1)_TSS",0,0,0,1,0,0,0,1,2,"1G6","6G6",22.9583536219699
11,3,"R_ID_7.16_9_R1(1)_TSS",0,0,0,1,0,0,0,1,2,"1G6","11G6",21.9546998653527
16,4,"R_ID_7.16_9_R1(1)_TSS",0,0,0,1,0,0,0,1,2,"1G6","16G6",22.4458927436415
1,1,"R_ID_7.16_9_R1(1)_TSS",0,0,0,0,0,0,1,1,2,"1G7","1G7",23.5405862029234
6,2,"R_ID_7.16_9_R1(1)_TSS",0,0,0,0,0,0,1,1,2,"1G7","6G7",21.6508648591812
11,3,"R_ID_7.16_9_R1(1)_TSS",0,0,0,0,0,0,1,1,2,"1G7","11G7",21.1906169091099
16,4,"R_ID_7.16_9_R1(1)_TSS",0,0,0,0,0,0,1,1,2,"1G7","16G7",22.2764172813069
1,1,"R_ID_7.16_9_R1(1)_TSS",1,1,0,0,0,0,0,1,3,"1G8","1G8",24.7311539392357
6,2,"R_ID_7.16_9_R1(1)_TSS",1,1,0,0,0,0,0,1,3,"1G8","6G8",23.2992494131143
11,3,"R_ID_7.16_9_R1(1)_TSS",1,1,0,0,0,0,0,1,3,"1G8","11G8",21.0285347702948
16,4,"R_ID_7.16_9_R1(1)_TSS",1,1,0,0,0,0,0,1,3,"1G8","16G8",21.7345385522804
1,1,"R_ID_7.16_9_R1(1)_TSS",1,0,0,1,1,0,0,0,3,"1G9","1G9",24.8999851551515
6,2,"R_ID_7.16_9_R1(1)_TSS",1,0,0,1,1,0,0,0,3,"1G9","6G9",22.9457390619344
11,3,"R_ID_7.16_9_R1(1)_TSS",1,0,0,1,1,0,0,0,3,"1G9","11G9",22.0286097594201
16,4,"R_ID_7.16_9_R1(1)_TSS",1,0,0,1,1,0,0,0,3,"1G9","16G9",22.6775190102177
2,1,"R_ID_7.16_9_R1(1)_TSS",1,0,1,1,0,1,0,0,4,"2B10","2B10",24.6088274419018
7,2,"R_ID_7.16_9_R1(1)_TSS",1,0,1,1,0,1,0,0,4,"2B10","7B10",22.928058070941
12,3,"R_ID_7.16_9_R1(1)_TSS",1,0,1,1,0,1,0,0,4,"2B10","12B10",20.8164524247797
17,4,"R_ID_7.16_9_R1(1)_TSS",1,0,1,1,0,1,0,0,4,"2B10","17B10",21.5831754681188
2,1,"R_ID_7.16_9_R1(1)_TSS",1,0,1,0,0,1,1,0,4,"2B11","2B11",23.2340208329477
7,2,"R_ID_7.16_9_R1(1)_TSS",1,0,1,0,0,1,1,0,4,"2B11","7B11",22.7245396650405
12,3,"R_ID_7.16_9_R1(1)_TSS",1,0,1,0,0,1,1,0,4,"2B11","12B11",22.6919766775482
17,4,"R_ID_7.16_9_R1(1)_TSS",1,0,1,0,0,1,1,0,4,"2B11","17B11",23.0835371190995
2,1,"R_ID_7.16_9_R1(1)_TSS",0,1,1,0,0,0,1,0,3,"2B2","2B2",18.2872347289951
7,2,"R_ID_7.16_9_R1(1)_TSS",0,1,1,0,0,0,1,0,3,"2B2","7B2",17.15898016972
12,3,"R_ID_7.16_9_R1(1)_TSS",0,1,1,0,0,0,1,0,3,"2B2","12B2",19.8403988654127
17,4,"R_ID_7.16_9_R1(1)_TSS",0,1,1,0,0,0,1,0,3,"2B2","17B2",17.9563981841335
2,1,"R_ID_7.16_9_R1(1)_TSS",0,1,0,0,1,1,0,0,3,"2B3","2B3",23.8917660564819
7,2,"R_ID_7.16_9_R1(1)_TSS",0,1,0,0,1,1,0,0,3,"2B3","7B3",19.2903949032194
12,3,"R_ID_7.16_9_R1(1)_TSS",0,1,0,0,1,1,0,0,3,"2B3","12B3",19.9728710620931
17,4,"R_ID_7.16_9_R1(1)_TSS",0,1,0,0,1,1,0,0,3,"2B3","17B3",20.3895521997333
2,1,"R_ID_7.16_9_R1(1)_TSS",0,0,1,1,1,0,0,0,3,"2B4","2B4",23.4755073376865
7,2,"R_ID_7.16_9_R1(1)_TSS",0,0,1,1,1,0,0,0,3,"2B4","7B4",19.663268720893
12,3,"R_ID_7.16_9_R1(1)_TSS",0,0,1,1,1,0,0,0,3,"2B4","12B4",20.630041130346
17,4,"R_ID_7.16_9_R1(1)_TSS",0,0,1,1,1,0,0,0,3,"2B4","17B4",21.9710328089784
2,1,"R_ID_7.16_9_R1(1)_TSS",0,0,1,0,1,0,0,1,3,"2B5","2B5",24.2661718994027
7,2,"R_ID_7.16_9_R1(1)_TSS",0,0,1,0,1,0,0,1,3,"2B5","7B5",20.8462811249921
12,3,"R_ID_7.16_9_R1(1)_TSS",0,0,1,0,1,0,0,1,3,"2B5","12B5",20.8598061562953
17,4,"R_ID_7.16_9_R1(1)_TSS",0,0,1,0,1,0,0,1,3,"2B5","17B5",22.4791247292474
2,1,"R_ID_7.16_9_R1(1)_TSS",0,0,0,1,1,0,0,1,3,"2B6","2B6",24.8069251235928
7,2,"R_ID_7.16_9_R1(1)_TSS",0,0,0,1,1,0,0,1,3,"2B6","7B6",21.6673563504178
12,3,"R_ID_7.16_9_R1(1)_TSS",0,0,0,1,1,0,0,1,3,"2B6","12B6",20.4860247975124
17,4,"R_ID_7.16_9_R1(1)_TSS",0,0,0,1,1,0,0,1,3,"2B6","17B6",22.7150425635165
2,1,"R_ID_7.16_9_R1(1)_TSS",0,0,0,0,1,0,1,1,3,"2B7","2B7",22.8519352854509
7,2,"R_ID_7.16_9_R1(1)_TSS",0,0,0,0,1,0,1,1,3,"2B7","7B7",23.2923181528096
12,3,"R_ID_7.16_9_R1(1)_TSS",0,0,0,0,1,0,1,1,3,"2B7","12B7",21.4208609510207
17,4,"R_ID_7.16_9_R1(1)_TSS",0,0,0,0,1,0,1,1,3,"2B7","17B7",21.6022562658332
2,1,"R_ID_7.16_9_R1(1)_TSS",1,1,1,0,0,0,0,1,4,"2B8","2B8",24.9950533937428
7,2,"R_ID_7.16_9_R1(1)_TSS",1,1,1,0,0,0,0,1,4,"2B8","7B8",22.7259296505574
12,3,"R_ID_7.16_9_R1(1)_TSS",1,1,1,0,0,0,0,1,4,"2B8","12B8",20.589174240118
17,4,"R_ID_7.16_9_R1(1)_TSS",1,1,1,0,0,0,0,1,4,"2B8","17B8",21.4086853300055
2,1,"R_ID_7.16_9_R1(1)_TSS",1,1,0,0,1,0,1,0,4,"2B9","2B9",17.1598773600908
7,2,"R_ID_7.16_9_R1(1)_TSS",1,1,0,0,1,0,1,0,4,"2B9","7B9",17.6319074130581
12,3,"R_ID_7.16_9_R1(1)_TSS",1,1,0,0,1,0,1,0,4,"2B9","12B9",17.5492523495061
17,4,"R_ID_7.16_9_R1(1)_TSS",1,1,0,0,1,0,1,0,4,"2B9","17B9",17.3501971193294
2,1,"R_ID_7.16_9_R1(1)_TSS",1,0,1,1,0,0,1,0,4,"2C10","2C10",22.5291618129878
7,2,"R_ID_7.16_9_R1(1)_TSS",1,0,1,1,0,0,1,0,4,"2C10","7C10",22.6492531567336
12,3,"R_ID_7.16_9_R1(1)_TSS",1,0,1,1,0,0,1,0,4,"2C10","12C10",22.3316591176016
17,4,"R_ID_7.16_9_R1(1)_TSS",1,0,1,1,0,0,1,0,4,"2C10","17C10",22.5725397461555
2,1,"R_ID_7.16_9_R1(1)_TSS",1,0,1,0,0,1,0,1,4,"2C11","2C11",25.2769315937364
7,2,"R_ID_7.16_9_R1(1)_TSS",1,0,1,0,0,1,0,1,4,"2C11","7C11",23.0903338870728
12,3,"R_ID_7.16_9_R1(1)_TSS",1,0,1,0,0,1,0,1,4,"2C11","12C11",21.6637289754227
17,4,"R_ID_7.16_9_R1(1)_TSS",1,0,1,0,0,1,0,1,4,"2C11","17C11",22.084752641271
2,1,"R_ID_7.16_9_R1(1)_TSS",0,1,1,0,0,0,0,1,3,"2C2","2C2",24.936157920678
7,2,"R_ID_7.16_9_R1(1)_TSS",0,1,1,0,0,0,0,1,3,"2C2","7C2",21.5911717838247
12,3,"R_ID_7.16_9_R1(1)_TSS",0,1,1,0,0,0,0,1,3,"2C2","12C2",19.0134850301946
17,4,"R_ID_7.16_9_R1(1)_TSS",0,1,1,0,0,0,0,1,3,"2C2","17C2",21.0198687346444
2,1,"R_ID_7.16_9_R1(1)_TSS",0,1,0,0,1,0,1,0,3,"2C3","2C3",18.4556518512259
7,2,"R_ID_7.16_9_R1(1)_TSS",0,1,0,0,1,0,1,0,3,"2C3","7C3",18.5822625781961
12,3,"R_ID_7.16_9_R1(1)_TSS",0,1,0,0,1,0,1,0,3,"2C3","12C3",16.7039579048255
17,4,"R_ID_7.16_9_R1(1)_TSS",0,1,0,0,1,0,1,0,3,"2C3","17C3",18.1548008302973
2,1,"R_ID_7.16_9_R1(1)_TSS",0,0,1,1,0,1,0,0,3,"2C4","2C4",25.0569520166663
7,2,"R_ID_7.16_9_R1(1)_TSS",0,0,1,1,0,1,0,0,3,"2C4","7C4",22.4808452159082
12,3,"R_ID_7.16_9_R1(1)_TSS",0,0,1,1,0,1,0,0,3,"2C4","12C4",20.0413465961769
17,4,"R_ID_7.16_9_R1(1)_TSS",0,0,1,1,0,1,0,0,3,"2C4","17C4",22.3979594637449
2,1,"R_ID_7.16_9_R1(1)_TSS",0,0,1,0,0,1,1,0,3,"2C5","2C5",21.8148958740383
7,2,"R_ID_7.16_9_R1(1)_TSS",0,0,1,0,0,1,1,0,3,"2C5","7C5",21.4031060690264
12,3,"R_ID_7.16_9_R1(1)_TSS",0,0,1,0,0,1,1,0,3,"2C5","12C5",22.1783096790309
17,4,"R_ID_7.16_9_R1(1)_TSS",0,0,1,0,0,1,1,0,3,"2C5","17C5",22.5542761264808
2,1,"R_ID_7.16_9_R1(1)_TSS",0,0,0,1,0,1,1,0,3,"2C6","2C6",21.9557264275526
7,2,"R_ID_7.16_9_R1(1)_TSS",0,0,0,1,0,1,1,0,3,"2C6","7C6",22.5842982748024
12,3,"R_ID_7.16_9_R1(1)_TSS",0,0,0,1,0,1,1,0,3,"2C6","12C6",22.2001773420342
17,4,"R_ID_7.16_9_R1(1)_TSS",0,0,0,1,0,1,1,0,3,"2C6","17C6",21.6263435343293
2,1,"R_ID_7.16_9_R1(1)_TSS",0,0,0,0,0,1,1,1,3,"2C7","2C7",22.970270498845
7,2,"R_ID_7.16_9_R1(1)_TSS",0,0,0,0,0,1,1,1,3,"2C7","7C7",22.7511284771672
12,3,"R_ID_7.16_9_R1(1)_TSS",0,0,0,0,0,1,1,1,3,"2C7","12C7",22.6592354600213
17,4,"R_ID_7.16_9_R1(1)_TSS",0,0,0,0,0,1,1,1,3,"2C7","17C7",22.9013335836178
2,1,"R_ID_7.16_9_R1(1)_TSS",1,1,0,1,1,0,0,0,4,"2C8","2C8",25.0670789622971
7,2,"R_ID_7.16_9_R1(1)_TSS",1,1,0,1,1,0,0,0,4,"2C8","7C8",22.9670367258301
12,3,"R_ID_7.16_9_R1(1)_TSS",1,1,0,1,1,0,0,0,4,"2C8","12C8",21.1069111924004
